ActivityHour,ActivityDay,Id,Calories,TotalIntensity,AverageIntensity,StepTotal
03:00,2016-05-05,2873212765,52,0,0.0,0
04:00,2016-05-05,2873212765,52,0,0.0,0
05:00,2016-05-05,2873212765,52,0,0.0,0
06:00,2016-05-05,2873212765,73,14,0.233333,135
07:00,2016-05-05,2873212765,140,41,0.683333,1227
08:00,2016-05-05,2873212765,110,40,0.666667,253
09:00,2016-05-05,2873212765,140,53,0.883333,1252
10:00,2016-05-05,2873212765,183,56,0.933333,1758
11:00,2016-05-05,2873212765,79,9,0.15,331
12:00,2016-05-05,2873212765,84,20,0.333333,211
13:00,2016-05-05,2873212765,98,27,0.45,369
14:00,2016-05-05,2873212765,87,20,0.333333,451
15:00,2016-05-05,2873212765,126,46,0.766667,1107
16:00,2016-05-05,2873212765,102,28,0.466667,616
17:00,2016-05-05,2873212765,58,3,0.05,61
18:00,2016-05-05,2873212765,69,8,0.133333,223
19:00,2016-05-05,2873212765,75,16,0.266667,142
20:00,2016-05-05,2873212765,54,1,0.016667,0
21:00,2016-05-05,2873212765,73,14,0.233333,178
22:00,2016-05-05,2873212765,52,0,0.0,0
23:00,2016-05-05,2873212765,52,0,0.0,0
00:00,2016-05-06,2873212765,52,0,0.0,0
01:00,2016-05-06,2873212765,52,0,0.0,0
02:00,2016-05-06,2873212765,52,0,0.0,0
03:00,2016-05-06,2873212765,52,0,0.0,0
04:00,2016-05-06,2873212765,52,0,0.0,0
05:00,2016-05-06,2873212765,85,23,0.383333,162
06:00,2016-05-06,2873212765,72,15,0.25,70
07:00,2016-05-06,2873212765,104,24,0.4,812
08:00,2016-05-06,2873212765,109,33,0.55,768
09:00,2016-05-06,2873212765,130,45,0.75,894
10:00,2016-05-06,2873212765,125,41,0.683333,861
11:00,2016-05-06,2873212765,94,18,0.3,595
12:00,2016-05-06,2873212765,109,33,0.55,553
13:00,2016-05-06,2873212765,114,32,0.533333,718
14:00,2016-05-06,2873212765,61,5,0.083333,94
15:00,2016-05-06,2873212765,81,18,0.3,230
16:00,2016-05-06,2873212765,108,31,0.516667,664
17:00,2016-05-06,2873212765,85,20,0.333333,300
18:00,2016-05-06,2873212765,66,9,0.15,79
19:00,2016-05-06,2873212765,68,12,0.2,113
20:00,2016-05-06,2873212765,62,7,0.116667,69
21:00,2016-05-06,2873212765,54,1,0.016667,0
22:00,2016-05-06,2873212765,55,2,0.033333,0
23:00,2016-05-06,2873212765,67,11,0.183333,81
00:00,2016-05-07,2873212765,52,0,0.0,0
01:00,2016-05-07,2873212765,52,0,0.0,0
02:00,2016-05-07,2873212765,52,0,0.0,0
03:00,2016-05-07,2873212765,52,0,0.0,0
04:00,2016-05-07,2873212765,52,0,0.0,0
05:00,2016-05-07,2873212765,52,0,0.0,0
06:00,2016-05-07,2873212765,52,0,0.0,0
07:00,2016-05-07,2873212765,210,81,1.35,2599
08:00,2016-05-07,2873212765,343,131,2.183333,1848
09:00,2016-05-07,2873212765,219,72,1.2,192
10:00,2016-05-07,2873212765,52,0,0.0,0
11:00,2016-05-07,2873212765,52,0,0.0,0
12:00,2016-05-07,2873212765,52,0,0.0,0
13:00,2016-05-07,2873212765,52,0,0.0,0
14:00,2016-05-07,2873212765,52,0,0.0,0
15:00,2016-05-07,2873212765,52,0,0.0,0
16:00,2016-05-07,2873212765,52,0,0.0,0
17:00,2016-05-07,2873212765,52,0,0.0,0
18:00,2016-05-07,2873212765,52,0,0.0,0
19:00,2016-05-07,2873212765,52,0,0.0,0
20:00,2016-05-07,2873212765,52,0,0.0,0
21:00,2016-05-07,2873212765,68,9,0.15,219
22:00,2016-05-07,2873212765,59,4,0.066667,55
23:00,2016-05-07,2873212765,55,2,0.033333,27
00:00,2016-05-08,2873212765,54,1,0.016667,0
01:00,2016-05-08,2873212765,52,0,0.0,0
02:00,2016-05-08,2873212765,52,0,0.0,0
03:00,2016-05-08,2873212765,52,0,0.0,0
04:00,2016-05-08,2873212765,52,0,0.0,0
05:00,2016-05-08,2873212765,52,0,0.0,0
06:00,2016-05-08,2873212765,52,0,0.0,0
07:00,2016-05-08,2873212765,264,93,1.55,2768
08:00,2016-05-08,2873212765,248,90,1.5,1932
09:00,2016-05-08,2873212765,115,42,0.7,498
10:00,2016-05-08,2873212765,117,43,0.716667,446
11:00,2016-05-08,2873212765,96,29,0.483333,427
12:00,2016-05-08,2873212765,89,24,0.4,337
13:00,2016-05-08,2873212765,76,15,0.25,196
14:00,2016-05-08,2873212765,80,19,0.316667,125
15:00,2016-05-08,2873212765,58,4,0.066667,11
16:00,2016-05-08,2873212765,108,30,0.5,694
17:00,2016-05-08,2873212765,102,33,0.55,335
18:00,2016-05-08,2873212765,90,25,0.416667,263
19:00,2016-05-08,2873212765,59,4,0.066667,28
20:00,2016-05-08,2873212765,52,0,0.0,0
21:00,2016-05-08,2873212765,70,12,0.2,108
22:00,2016-05-08,2873212765,52,0,0.0,0
23:00,2016-05-08,2873212765,52,0,0.0,0
00:00,2016-05-09,2873212765,52,0,0.0,0
01:00,2016-05-09,2873212765,52,0,0.0,0
02:00,2016-05-09,2873212765,52,0,0.0,0
03:00,2016-05-09,2873212765,52,0,0.0,0
04:00,2016-05-09,2873212765,52,0,0.0,0
05:00,2016-05-09,2873212765,75,15,0.25,163
06:00,2016-05-09,2873212765,68,7,0.116667,193
07:00,2016-05-09,2873212765,98,24,0.4,895
08:00,2016-05-09,2873212765,129,33,0.55,1116
09:00,2016-05-09,2873212765,115,41,0.683333,519
10:00,2016-05-09,2873212765,134,39,0.65,973
11:00,2016-05-09,2873212765,80,13,0.216667,428
12:00,2016-05-09,2873212765,140,41,0.683333,1149
13:00,2016-05-09,2873212765,120,34,0.566667,816
14:00,2016-05-09,2873212765,68,9,0.15,125
15:00,2016-05-09,2873212765,78,13,0.216667,273
16:00,2016-05-09,2873212765,107,29,0.483333,655
17:00,2016-05-09,2873212765,79,20,0.333333,121
18:00,2016-05-09,2873212765,69,10,0.166667,137
19:00,2016-05-09,2873212765,68,11,0.183333,97
20:00,2016-05-09,2873212765,55,2,0.033333,0
21:00,2016-05-09,2873212765,59,4,0.066667,66
22:00,2016-05-09,2873212765,52,0,0.0,0
23:00,2016-05-09,2873212765,52,0,0.0,0
00:00,2016-05-10,2873212765,52,0,0.0,0
01:00,2016-05-10,2873212765,52,0,0.0,0
02:00,2016-05-10,2873212765,52,0,0.0,0
03:00,2016-05-10,2873212765,52,0,0.0,0
04:00,2016-05-10,2873212765,52,0,0.0,0
05:00,2016-05-10,2873212765,83,21,0.35,200
06:00,2016-05-10,2873212765,67,11,0.183333,32
07:00,2016-05-10,2873212765,108,25,0.416667,1072
08:00,2016-05-10,2873212765,131,35,0.583333,973
09:00,2016-05-10,2873212765,131,42,0.7,1021
10:00,2016-05-10,2873212765,125,38,0.633333,783
11:00,2016-05-10,2873212765,70,7,0.116667,273
12:00,2016-05-10,2873212765,146,48,0.8,1005
13:00,2016-05-10,2873212765,122,33,0.55,800
14:00,2016-05-10,2873212765,66,8,0.133333,146
15:00,2016-05-10,2873212765,62,5,0.083333,85
16:00,2016-05-10,2873212765,87,19,0.316667,312
17:00,2016-05-10,2873212765,75,15,0.25,240
18:00,2016-05-10,2873212765,99,29,0.483333,637
19:00,2016-05-10,2873212765,87,17,0.283333,398
20:00,2016-05-10,2873212765,67,8,0.133333,184
21:00,2016-05-10,2873212765,70,12,0.2,114
22:00,2016-05-10,2873212765,52,0,0.0,0
23:00,2016-05-10,2873212765,52,0,0.0,0
00:00,2016-05-11,2873212765,52,0,0.0,0
01:00,2016-05-11,2873212765,52,0,0.0,0
02:00,2016-05-11,2873212765,52,0,0.0,0
03:00,2016-05-11,2873212765,52,0,0.0,0
04:00,2016-05-11,2873212765,52,0,0.0,0
05:00,2016-05-11,2873212765,92,27,0.45,402
06:00,2016-05-11,2873212765,58,4,0.066667,20
07:00,2016-05-11,2873212765,87,15,0.25,536
08:00,2016-05-11,2873212765,112,28,0.466667,902
09:00,2016-05-11,2873212765,127,42,0.7,780
10:00,2016-05-11,2873212765,114,33,0.55,750
11:00,2016-05-11,2873212765,90,18,0.3,458
12:00,2016-05-11,2873212765,103,30,0.5,582
13:00,2016-05-11,2873212765,102,22,0.366667,680
14:00,2016-05-11,2873212765,57,3,0.05,45
15:00,2016-05-11,2873212765,81,18,0.3,238
16:00,2016-05-11,2873212765,77,17,0.283333,314
17:00,2016-05-11,2873212765,76,18,0.3,79
18:00,2016-05-11,2873212765,90,27,0.45,292
19:00,2016-05-11,2873212765,54,1,0.016667,36
20:00,2016-05-11,2873212765,66,8,0.133333,203
21:00,2016-05-11,2873212765,52,0,0.0,0
22:00,2016-05-11,2873212765,65,8,0.133333,123
23:00,2016-05-11,2873212765,52,0,0.0,0
00:00,2016-05-12,2873212765,53,0,0.0,0
01:00,2016-05-12,2873212765,53,0,0.0,0
02:00,2016-05-12,2873212765,53,0,0.0,0
03:00,2016-05-12,2873212765,53,0,0.0,0
04:00,2016-05-12,2873212765,53,0,0.0,0
05:00,2016-05-12,2873212765,53,0,0.0,0
06:00,2016-05-12,2873212765,87,23,0.383333,383
07:00,2016-05-12,2873212765,132,38,0.633333,1162
08:00,2016-05-12,2873212765,125,43,0.716667,694
09:00,2016-05-12,2873212765,135,30,0.5,1086
10:00,2016-05-12,2873212765,125,32,0.533333,1226
11:00,2016-05-12,2873212765,83,12,0.2,437
12:00,2016-05-12,2873212765,75,11,0.183333,248
13:00,2016-05-12,2873212765,109,23,0.383333,788
14:00,2016-05-12,2873212765,104,21,0.35,784
15:00,2016-05-12,2873212765,102,26,0.433333,667
00:00,2016-04-12,3372868164,56,0,0.0,0
01:00,2016-04-12,3372868164,56,0,0.0,0
02:00,2016-04-12,3372868164,59,2,0.033333,0
03:00,2016-04-12,3372868164,56,0,0.0,0
04:00,2016-04-12,3372868164,56,0,0.0,0
05:00,2016-04-12,3372868164,56,0,0.0,0
06:00,2016-04-12,3372868164,65,6,0.1,95
07:00,2016-04-12,3372868164,62,4,0.066667,46
08:00,2016-04-12,3372868164,81,17,0.283333,345
09:00,2016-04-12,3372868164,100,28,0.466667,548
10:00,2016-04-12,3372868164,103,30,0.5,267
11:00,2016-04-12,3372868164,81,16,0.266667,290
12:00,2016-04-12,3372868164,74,12,0.2,129
13:00,2016-04-12,3372868164,86,18,0.3,383
14:00,2016-04-12,3372868164,104,30,0.5,479
15:00,2016-04-12,3372868164,82,15,0.25,314
16:00,2016-04-12,3372868164,76,11,0.183333,302
17:00,2016-04-12,3372868164,84,20,0.333333,238
18:00,2016-04-12,3372868164,87,20,0.333333,271
19:00,2016-04-12,3372868164,81,16,0.266667,285
20:00,2016-04-12,3372868164,77,12,0.2,316
21:00,2016-04-12,3372868164,85,18,0.3,310
22:00,2016-04-12,3372868164,64,5,0.083333,129
23:00,2016-04-12,3372868164,56,0,0.0,0
00:00,2016-04-13,3372868164,60,3,0.05,14
01:00,2016-04-13,3372868164,57,1,0.016667,0
02:00,2016-04-13,3372868164,56,0,0.0,0
03:00,2016-04-13,3372868164,56,0,0.0,0
04:00,2016-04-13,3372868164,56,0,0.0,0
05:00,2016-04-13,3372868164,56,0,0.0,0
06:00,2016-04-13,3372868164,56,0,0.0,0
07:00,2016-04-13,3372868164,65,6,0.1,55
08:00,2016-04-13,3372868164,80,16,0.266667,237
09:00,2016-04-13,3372868164,112,35,0.583333,605
10:00,2016-04-13,3372868164,237,94,1.566667,2185
11:00,2016-04-13,3372868164,96,27,0.45,373
12:00,2016-04-13,3372868164,129,44,0.733333,1449
13:00,2016-04-13,3372868164,91,21,0.35,675
14:00,2016-04-13,3372868164,140,43,0.716667,1481
15:00,2016-04-13,3372868164,97,24,0.4,541
16:00,2016-04-13,3372868164,103,31,0.516667,478
17:00,2016-04-13,3372868164,97,24,0.4,423
18:00,2016-04-13,3372868164,96,25,0.416667,428
19:00,2016-04-13,3372868164,90,18,0.3,469
20:00,2016-04-13,3372868164,89,20,0.333333,272
21:00,2016-04-13,3372868164,61,3,0.05,30
22:00,2016-04-13,3372868164,56,0,0.0,0
23:00,2016-04-13,3372868164,56,0,0.0,0
00:00,2016-04-14,3372868164,57,1,0.016667,0
01:00,2016-04-14,3372868164,56,0,0.0,0
02:00,2016-04-14,3372868164,57,1,0.016667,0
03:00,2016-04-14,3372868164,56,0,0.0,0
04:00,2016-04-14,3372868164,56,0,0.0,0
05:00,2016-04-14,3372868164,68,8,0.133333,41
06:00,2016-04-14,3372868164,73,12,0.2,157
07:00,2016-04-14,3372868164,88,20,0.333333,386
08:00,2016-04-14,3372868164,105,30,0.5,737
09:00,2016-04-14,3372868164,94,24,0.4,431
10:00,2016-04-14,3372868164,112,32,0.533333,792
11:00,2016-04-14,3372868164,189,74,1.233333,1549
12:00,2016-04-14,3372868164,73,11,0.183333,130
13:00,2016-04-14,3372868164,98,25,0.416667,631
14:00,2016-04-14,3372868164,122,40,0.666667,810
15:00,2016-04-14,3372868164,114,37,0.616667,402
16:00,2016-04-14,3372868164,87,19,0.316667,298
17:00,2016-04-14,3372868164,89,22,0.366667,218
18:00,2016-04-14,3372868164,103,25,0.416667,576
19:00,2016-04-14,3372868164,108,34,0.566667,1372
20:00,2016-04-14,3372868164,80,15,0.25,237
21:00,2016-04-14,3372868164,62,4,0.066667,51
22:00,2016-04-14,3372868164,62,4,0.066667,26
23:00,2016-04-14,3372868164,56,0,0.0,0
00:00,2016-04-15,3372868164,59,2,0.033333,0
01:00,2016-04-15,3372868164,56,0,0.0,0
02:00,2016-04-15,3372868164,56,0,0.0,0
03:00,2016-04-15,3372868164,56,0,0.0,0
04:00,2016-04-15,3372868164,56,0,0.0,0
05:00,2016-04-15,3372868164,60,3,0.05,0
06:00,2016-04-15,3372868164,56,0,0.0,0
07:00,2016-04-15,3372868164,56,0,0.0,0
08:00,2016-04-15,3372868164,82,18,0.3,243
09:00,2016-04-15,3372868164,99,29,0.483333,499
10:00,2016-04-15,3372868164,79,14,0.233333,248
11:00,2016-04-15,3372868164,122,39,0.65,1180
12:00,2016-04-15,3372868164,111,32,0.533333,695
13:00,2016-04-15,3372868164,73,8,0.133333,268
14:00,2016-04-15,3372868164,56,0,0.0,0
15:00,2016-04-15,3372868164,110,32,0.533333,927
16:00,2016-04-15,3372868164,96,24,0.4,578
17:00,2016-04-15,3372868164,98,25,0.416667,489
18:00,2016-04-15,3372868164,128,37,0.616667,836
19:00,2016-04-15,3372868164,116,32,0.533333,869
20:00,2016-04-15,3372868164,96,26,0.433333,445
21:00,2016-04-15,3372868164,76,14,0.233333,174
22:00,2016-04-15,3372868164,56,0,0.0,0
23:00,2016-04-15,3372868164,56,0,0.0,0
00:00,2016-04-16,3372868164,56,0,0.0,0
01:00,2016-04-16,3372868164,56,0,0.0,0
02:00,2016-04-16,3372868164,56,0,0.0,0
03:00,2016-04-16,3372868164,56,0,0.0,0
04:00,2016-04-16,3372868164,56,0,0.0,0
05:00,2016-04-16,3372868164,75,13,0.216667,222
06:00,2016-04-16,3372868164,81,17,0.283333,94
07:00,2016-04-16,3372868164,123,40,0.666667,846
08:00,2016-04-16,3372868164,110,34,0.566667,1018
09:00,2016-04-16,3372868164,90,22,0.366667,405
10:00,2016-04-16,3372868164,123,41,0.683333,833
11:00,2016-04-16,3372868164,95,23,0.383333,538
12:00,2016-04-16,3372868164,109,34,0.566667,473
13:00,2016-04-16,3372868164,88,17,0.283333,344
14:00,2016-04-16,3372868164,75,9,0.15,804
15:00,2016-04-16,3372868164,98,28,0.466667,427
16:00,2016-04-16,3372868164,67,8,0.133333,50
17:00,2016-04-16,3372868164,79,16,0.266667,241
18:00,2016-04-16,3372868164,56,0,0.0,0
19:00,2016-04-16,3372868164,80,16,0.266667,197
20:00,2016-04-16,3372868164,93,25,0.416667,367
21:00,2016-04-16,3372868164,73,12,0.2,46
22:00,2016-04-16,3372868164,56,0,0.0,0
23:00,2016-04-16,3372868164,57,1,0.016667,0
00:00,2016-04-17,3372868164,59,2,0.033333,37
01:00,2016-04-17,3372868164,56,0,0.0,0
02:00,2016-04-17,3372868164,57,1,0.016667,0
03:00,2016-04-17,3372868164,59,2,0.033333,0
04:00,2016-04-17,3372868164,56,0,0.0,0
05:00,2016-04-17,3372868164,57,1,0.016667,0
06:00,2016-04-17,3372868164,65,6,0.1,51
07:00,2016-04-17,3372868164,100,28,0.466667,588
08:00,2016-04-17,3372868164,103,24,0.4,803
09:00,2016-04-17,3372868164,71,10,0.166667,103
10:00,2016-04-17,3372868164,64,5,0.083333,79
11:00,2016-04-17,3372868164,83,18,0.3,380
12:00,2016-04-17,3372868164,103,29,0.483333,570
13:00,2016-04-17,3372868164,63,4,0.066667,129
14:00,2016-04-17,3372868164,93,20,0.333333,563
15:00,2016-04-17,3372868164,215,71,1.183333,2478
16:00,2016-04-17,3372868164,77,15,0.25,154
17:00,2016-04-17,3372868164,96,26,0.433333,442
18:00,2016-04-17,3372868164,88,20,0.333333,382
19:00,2016-04-17,3372868164,116,37,0.616667,734
20:00,2016-04-17,3372868164,100,28,0.466667,668
21:00,2016-04-17,3372868164,66,7,0.116667,30
22:00,2016-04-17,3372868164,63,5,0.083333,8
23:00,2016-04-17,3372868164,56,0,0.0,0
00:00,2016-04-18,3372868164,57,1,0.016667,7
01:00,2016-04-18,3372868164,56,0,0.0,0
02:00,2016-04-18,3372868164,56,0,0.0,0
03:00,2016-04-18,3372868164,57,1,0.016667,0
04:00,2016-04-18,3372868164,59,2,0.033333,0
05:00,2016-04-18,3372868164,65,6,0.1,86
06:00,2016-04-18,3372868164,70,10,0.166667,86
07:00,2016-04-18,3372868164,61,3,0.05,34
08:00,2016-04-18,3372868164,116,40,0.666667,554
09:00,2016-04-18,3372868164,100,31,0.516667,552
10:00,2016-04-18,3372868164,251,101,1.683333,2269
11:00,2016-04-18,3372868164,103,31,0.516667,313
12:00,2016-04-18,3372868164,68,5,0.083333,185
13:00,2016-04-18,3372868164,56,0,0.0,0
14:00,2016-04-18,3372868164,90,22,0.366667,415
15:00,2016-04-18,3372868164,94,25,0.416667,412
16:00,2016-04-18,3372868164,103,31,0.516667,492
17:00,2016-04-18,3372868164,95,27,0.45,275
18:00,2016-04-18,3372868164,101,29,0.483333,447
19:00,2016-04-18,3372868164,87,21,0.35,342
20:00,2016-04-18,3372868164,94,26,0.433333,329
21:00,2016-04-18,3372868164,56,0,0.0,0
22:00,2016-04-18,3372868164,63,5,0.083333,0
23:00,2016-04-18,3372868164,56,0,0.0,0
00:00,2016-04-19,3372868164,56,0,0.0,0
01:00,2016-04-19,3372868164,57,1,0.016667,0
02:00,2016-04-19,3372868164,56,0,0.0,0
03:00,2016-04-19,3372868164,56,0,0.0,0
04:00,2016-04-19,3372868164,56,0,0.0,0
05:00,2016-04-19,3372868164,56,0,0.0,0
06:00,2016-04-19,3372868164,57,1,0.016667,0
07:00,2016-04-19,3372868164,65,6,0.1,131
08:00,2016-04-19,3372868164,62,4,0.066667,113
09:00,2016-04-19,3372868164,94,26,0.433333,357
10:00,2016-04-19,3372868164,94,27,0.45,380
11:00,2016-04-19,3372868164,137,46,0.766667,628
12:00,2016-04-19,3372868164,96,25,0.416667,294
13:00,2016-04-19,3372868164,103,29,0.483333,497
14:00,2016-04-19,3372868164,123,39,0.65,1002
15:00,2016-04-19,3372868164,92,23,0.383333,352
16:00,2016-04-19,3372868164,71,8,0.133333,162
17:00,2016-04-19,3372868164,114,28,0.466667,1118
18:00,2016-04-19,3372868164,123,40,0.666667,1048
19:00,2016-04-19,3372868164,96,15,0.25,767
20:00,2016-04-19,3372868164,64,5,0.083333,54
21:00,2016-04-19,3372868164,82,14,0.233333,401
22:00,2016-04-19,3372868164,88,22,0.366667,184
23:00,2016-04-19,3372868164,85,17,0.283333,223
00:00,2016-04-20,3372868164,56,0,0.0,0
01:00,2016-04-20,3372868164,56,0,0.0,0
02:00,2016-04-20,3372868164,56,0,0.0,0
03:00,2016-04-20,3372868164,59,2,0.033333,0
04:00,2016-04-20,3372868164,56,0,0.0,0
05:00,2016-04-20,3372868164,58,1,0.016667,0
06:00,2016-04-20,3372868164,56,0,0.0,0
07:00,2016-04-20,3372868164,59,2,0.033333,47
08:00,2016-04-20,3372868164,92,23,0.383333,410
09:00,2016-04-20,3372868164,104,32,0.533333,559
10:00,2016-04-20,3372868164,73,11,0.183333,169
11:00,2016-04-20,3372868164,64,6,0.1,55
12:00,2016-04-20,3372868164,77,14,0.233333,260
13:00,2016-04-20,3372868164,77,14,0.233333,142
14:00,2016-04-20,3372868164,215,86,1.433333,1549
15:00,2016-04-20,3372868164,87,22,0.366667,181
16:00,2016-04-20,3372868164,125,41,0.683333,721
17:00,2016-04-20,3372868164,85,20,0.333333,200
18:00,2016-04-20,3372868164,65,6,0.1,43
19:00,2016-04-20,3372868164,69,9,0.15,106
20:00,2016-04-20,3372868164,97,27,0.45,411
21:00,2016-04-20,3372868164,62,4,0.066667,14
22:00,2016-04-20,3372868164,63,5,0.083333,13
23:00,2016-04-20,3372868164,56,0,0.0,0
00:00,2016-04-21,3372868164,56,0,0.0,0
01:00,2016-04-21,3372868164,59,2,0.033333,0
02:00,2016-04-21,3372868164,56,0,0.0,0
03:00,2016-04-21,3372868164,56,0,0.0,0
04:00,2016-04-21,3372868164,56,0,0.0,0
05:00,2016-04-21,3372868164,81,17,0.283333,237
06:00,2016-04-21,3372868164,73,11,0.183333,196
07:00,2016-04-21,3372868164,80,16,0.266667,224
08:00,2016-04-21,3372868164,128,46,0.766667,746
09:00,2016-04-21,3372868164,89,20,0.333333,435
10:00,2016-04-21,3372868164,183,62,1.033333,1565
11:00,2016-04-21,3372868164,219,81,1.35,1645
12:00,2016-04-21,3372868164,64,5,0.083333,98
13:00,2016-04-21,3372868164,96,26,0.433333,319
14:00,2016-04-21,3372868164,92,22,0.366667,406
15:00,2016-04-21,3372868164,89,22,0.366667,384
16:00,2016-04-21,3372868164,70,9,0.15,134
17:00,2016-04-21,3372868164,61,3,0.05,47
18:00,2016-04-21,3372868164,104,29,0.483333,605
19:00,2016-04-21,3372868164,132,41,0.683333,1239
20:00,2016-04-21,3372868164,97,25,0.416667,495
21:00,2016-04-21,3372868164,63,5,0.083333,12
22:00,2016-04-21,3372868164,65,6,0.1,70
23:00,2016-04-21,3372868164,56,0,0.0,0
00:00,2016-04-22,3372868164,56,0,0.0,0
01:00,2016-04-22,3372868164,56,0,0.0,0
02:00,2016-04-22,3372868164,56,0,0.0,0
03:00,2016-04-22,3372868164,56,0,0.0,0
04:00,2016-04-22,3372868164,56,0,0.0,0
05:00,2016-04-22,3372868164,59,2,0.033333,0
06:00,2016-04-22,3372868164,56,0,0.0,0
07:00,2016-04-22,3372868164,56,0,0.0,0
08:00,2016-04-22,3372868164,65,6,0.1,99
09:00,2016-04-22,3372868164,79,16,0.266667,273
10:00,2016-04-22,3372868164,95,24,0.4,541
11:00,2016-04-22,3372868164,63,5,0.083333,46
12:00,2016-04-22,3372868164,56,0,0.0,0
13:00,2016-04-22,3372868164,87,20,0.333333,296
14:00,2016-04-22,3372868164,79,15,0.25,239
15:00,2016-04-22,3372868164,101,28,0.466667,577
16:00,2016-04-22,3372868164,89,22,0.366667,302
17:00,2016-04-22,3372868164,63,4,0.066667,110
18:00,2016-04-22,3372868164,95,23,0.383333,831
19:00,2016-04-22,3372868164,75,12,0.2,240
20:00,2016-04-22,3372868164,78,13,0.216667,137
21:00,2016-04-22,3372868164,59,2,0.033333,28
22:00,2016-04-22,3372868164,65,6,0.1,44
23:00,2016-04-22,3372868164,68,8,0.133333,80
00:00,2016-04-23,3372868164,56,0,0.0,0
01:00,2016-04-23,3372868164,59,2,0.033333,0
02:00,2016-04-23,3372868164,57,1,0.016667,0
03:00,2016-04-23,3372868164,56,0,0.0,0
04:00,2016-04-23,3372868164,56,0,0.0,0
05:00,2016-04-23,3372868164,59,2,0.033333,0
06:00,2016-04-23,3372868164,56,0,0.0,0
07:00,2016-04-23,3372868164,60,3,0.05,0
08:00,2016-04-23,3372868164,67,7,0.116667,147
09:00,2016-04-23,3372868164,94,24,0.4,349
10:00,2016-04-23,3372868164,277,96,1.6,3084
11:00,2016-04-23,3372868164,122,43,0.716667,401
12:00,2016-04-23,3372868164,95,19,0.316667,493
13:00,2016-04-23,3372868164,56,0,0.0,0
14:00,2016-04-23,3372868164,76,13,0.216667,179
15:00,2016-04-23,3372868164,82,17,0.283333,311
16:00,2016-04-23,3372868164,103,28,0.466667,654
17:00,2016-04-23,3372868164,115,39,0.65,566
18:00,2016-04-23,3372868164,73,10,0.166667,265
19:00,2016-04-23,3372868164,120,41,0.683333,640
20:00,2016-04-23,3372868164,81,17,0.283333,226
21:00,2016-04-23,3372868164,56,0,0.0,0
22:00,2016-04-23,3372868164,64,5,0.083333,81
23:00,2016-04-23,3372868164,56,0,0.0,0
00:00,2016-04-24,3372868164,57,1,0.016667,0
01:00,2016-04-24,3372868164,57,1,0.016667,0
02:00,2016-04-24,3372868164,56,0,0.0,0
03:00,2016-04-24,3372868164,56,0,0.0,0
04:00,2016-04-24,3372868164,56,0,0.0,0
05:00,2016-04-24,3372868164,57,1,0.016667,0
06:00,2016-04-24,3372868164,63,5,0.083333,89
07:00,2016-04-24,3372868164,98,28,0.466667,517
08:00,2016-04-24,3372868164,86,16,0.266667,488
09:00,2016-04-24,3372868164,72,10,0.166667,169
10:00,2016-04-24,3372868164,66,6,0.1,176
11:00,2016-04-24,3372868164,95,24,0.4,490
12:00,2016-04-24,3372868164,82,17,0.283333,194
13:00,2016-04-24,3372868164,77,15,0.25,108
14:00,2016-04-24,3372868164,93,24,0.4,382
15:00,2016-04-24,3372868164,206,74,1.233333,1860
16:00,2016-04-24,3372868164,80,16,0.266667,279
17:00,2016-04-24,3372868164,105,31,0.516667,603
18:00,2016-04-24,3372868164,71,11,0.183333,116
19:00,2016-04-24,3372868164,113,35,0.583333,823
20:00,2016-04-24,3372868164,94,25,0.416667,425
21:00,2016-04-24,3372868164,66,7,0.116667,12
22:00,2016-04-24,3372868164,57,1,0.016667,0
23:00,2016-04-24,3372868164,56,0,0.0,0
00:00,2016-04-25,3372868164,56,0,0.0,0
01:00,2016-04-25,3372868164,57,1,0.016667,0
02:00,2016-04-25,3372868164,57,1,0.016667,0
03:00,2016-04-25,3372868164,56,0,0.0,0
04:00,2016-04-25,3372868164,56,0,0.0,0
05:00,2016-04-25,3372868164,63,4,0.066667,32
06:00,2016-04-25,3372868164,72,11,0.183333,148
07:00,2016-04-25,3372868164,108,33,0.55,484
08:00,2016-04-25,3372868164,141,53,0.883333,892
09:00,2016-04-25,3372868164,106,32,0.533333,448
10:00,2016-04-25,3372868164,144,46,0.766667,564
11:00,2016-04-25,3372868164,114,38,0.633333,331
12:00,2016-04-25,3372868164,100,25,0.416667,327
13:00,2016-04-25,3372868164,69,7,0.116667,143
14:00,2016-04-25,3372868164,83,16,0.266667,352
15:00,2016-04-25,3372868164,74,12,0.2,147
16:00,2016-04-25,3372868164,102,30,0.5,420
17:00,2016-04-25,3372868164,89,23,0.383333,275
18:00,2016-04-25,3372868164,88,21,0.35,446
19:00,2016-04-25,3372868164,77,14,0.233333,189
20:00,2016-04-25,3372868164,100,28,0.466667,540
21:00,2016-04-25,3372868164,80,16,0.266667,244
22:00,2016-04-25,3372868164,64,5,0.083333,13
23:00,2016-04-25,3372868164,56,0,0.0,0
00:00,2016-04-26,3372868164,57,1,0.016667,0
01:00,2016-04-26,3372868164,57,1,0.016667,0
02:00,2016-04-26,3372868164,57,1,0.016667,0
03:00,2016-04-26,3372868164,56,0,0.0,0
04:00,2016-04-26,3372868164,57,1,0.016667,0
05:00,2016-04-26,3372868164,57,1,0.016667,0
06:00,2016-04-26,3372868164,66,7,0.116667,95
07:00,2016-04-26,3372868164,65,6,0.1,112
